Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"After overhearing the prophecy involving Harry and Tom and reporting it to the Dark Lord , Severus was horrified when Lily was targeted and went to Albus begging him to keep Harry-James-Campaign-Ginevra safe .","['Harry', 'Tom', 'Lord', 'Albus', 'Harry-James-Campaign-Ginevra']","['Harry:prophecy', 'Tom:prophecy', 'Lord:reporting', 'Albus:went', 'Harry-James-Campaign-Ginevra:safe']","['prophecy', 'it', 'Severus', 'Lily', 'him']","['prophecy:overhearing', 'it:reporting', 'Severus:horrified', 'Lily:targeted', 'him:begging']",-0.1531,"[(('horrified', 'VBN'), 'advcl', ('overhearing', 'VBG')), (('overhearing', 'VBG'), 'mark', ('After', 'IN')), (('overhearing', 'VBG'), 'dobj', ('prophecy', 'NN')), (('prophecy', 'NN'), 'det', ('the', 'DT')), (('prophecy', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('involving', 'VBG')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Tom', 'NNP')), (('overhearing', 'VBG'), 'cc', ('and', 'CC')), (('overhearing', 'VBG'), 'conj', ('reporting', 'VBG')), (('reporting', 'VBG'), 'dobj', ('it', 'PRP')), (('reporting', 'VBG'), 'nmod', ('Lord', 'NN')), (('Lord', 'NN'), 'case', ('to', 'TO')), (('Lord', 'NN'), 'det', ('the', 'DT')), (('Lord', 'NN'), 'amod', ('Dark', 'JJ')), (('horrified', 'VBN'), 'nsubjpass', ('Severus', 'NNP')), (('horrified', 'VBN'), 'auxpass', ('was', 'VBD')), (('horrified', 'VBN'), 'advcl', ('targeted', 'VBN')), (('targeted', 'VBN'), 'advmod', ('when', 'WRB')), (('targeted', 'VBN'), 'nsubjpass', ('Lily', 'NNP')), (('targeted', 'VBN'), 'auxpass', ('was', 'VBD')), (('targeted', 'VBN'), 'cc', ('and', 'CC')), (('targeted', 'VBN'), 'conj', ('went', 'VBD')), (('went', 'VBD'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('to', 'TO')), (('went', 'VBD'), 'xcomp', ('begging', 'VBG')), (('begging', 'VBG'), 'dobj', ('him', 'PRP')), (('begging', 'VBG'), 'xcomp', ('keep', 'VB')), (('keep', 'VB'), 'mark', ('to', 'TO')), (('keep', 'VB'), 'xcomp', ('safe', 'JJ')), (('safe', 'JJ'), 'nsubj', ('Harry-James-Campaign-Ginevra', 'NNP'))]"
"Albus agreed on the condition Severus promised his total allegiance to him , however even he could n't protect them due to their poor judgement in making Wormtail their Secret Keeper .","['Albus', 'Severus', 'him', 'he', 'them', 'judgement', 'Wormtail']","['Albus:promised', 'Severus:agreed', 'him:promised', 'he:protect', 'them:due', 'judgement:due', 'Wormtail:Keeper']",['allegiance'],['allegiance:promised'],-0.1739,"[(('promised', 'VBD'), 'nsubj', ('Albus', 'NNS')), (('Albus', 'NNS'), 'acl', ('agreed', 'VBN')), (('agreed', 'VBN'), 'nmod', ('Severus', 'NNS')), (('Severus', 'NNS'), 'case', ('on', 'IN')), (('Severus', 'NNS'), 'det', ('the', 'DT')), (('Severus', 'NNS'), 'compound', ('condition', 'NN')), (('promised', 'VBD'), 'dobj', ('allegiance', 'NN')), (('allegiance', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('allegiance', 'NN'), 'amod', ('total', 'JJ')), (('promised', 'VBD'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('to', 'TO')), (('promised', 'VBD'), 'dep', ('protect', 'VB')), (('protect', 'VB'), 'advmod', ('however', 'RB')), (('protect', 'VB'), 'advmod', ('even', 'RB')), (('protect', 'VB'), 'nsubj', ('he', 'PRP')), (('protect', 'VB'), 'aux', ('could', 'MD')), (('protect', 'VB'), 'neg', (""n't"", 'RB')), (('protect', 'VB'), 'xcomp', ('due', 'JJ')), (('due', 'JJ'), 'nsubj', ('them', 'PRP')), (('due', 'JJ'), 'nmod', ('judgement', 'NN')), (('judgement', 'NN'), 'case', ('to', 'TO')), (('judgement', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('judgement', 'NN'), 'amod', ('poor', 'JJ')), (('judgement', 'NN'), 'acl', ('making', 'VBG')), (('making', 'VBG'), 'mark', ('in', 'IN')), (('making', 'VBG'), 'xcomp', ('Keeper', 'NN')), (('Keeper', 'NN'), 'nsubj', ('Wormtail', 'NNP')), (('Keeper', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('Keeper', 'NN'), 'amod', ('Secret', 'JJ'))]"
"Afterwards , Albus knew the day would come Tom would return and Snape promised to protect Harry no matter what in Lily 's memory , which he did throughout his time at the school despite the boy reminding Severus of James and the risk to his life if Tom or the Death Eaters should find out .","['Albus', 'day', 'Tom', 'Eaters', 'Snape', 'he', 'time', 'school', 'boy', 'James', 'life', 'Tom', 'Eaters']","['Albus:knew', 'day:come', 'Tom:return', 'Eaters:return', 'Snape:promised', 'he:did', 'time:did', 'school:did', 'boy:did', 'James:Severus', 'life:risk', 'Tom:find', 'Eaters:find']","['Harry', 'Severus', 'risk']","['Harry:protect', 'Severus:reminding', 'risk:reminding']",-0.4588,"[(('knew', 'VBD'), 'advmod', ('Afterwards', 'RB')), (('knew', 'VBD'), 'nsubj', ('Albus', 'NNP')), (('knew', 'VBD'), 'ccomp', ('come', 'VB')), (('come', 'VB'), 'nsubj', ('day', 'NN')), (('day', 'NN'), 'det', ('the', 'DT')), (('come', 'VB'), 'aux', ('would', 'MD')), (('come', 'VB'), 'xcomp', ('return', 'VB')), (('return', 'VB'), 'nsubj', ('Tom', 'NNP')), (('return', 'VB'), 'aux', ('would', 'MD')), (('return', 'VB'), 'cc', ('and', 'CC')), (('return', 'VB'), 'conj', ('promised', 'VBD')), (('promised', 'VBD'), 'nsubj', ('Snape', 'NNP')), (('promised', 'VBD'), 'xcomp', ('protect', 'VB')), (('protect', 'VB'), 'mark', ('to', 'TO')), (('protect', 'VB'), 'dobj', ('Harry', 'NNP')), (('protect', 'VB'), 'advmod', ('matter', 'NN')), (('matter', 'NN'), 'neg', ('no', 'DT')), (('matter', 'NN'), 'ccomp', ('memory', 'NN')), (('memory', 'NN'), 'dep', ('what', 'WP')), (('memory', 'NN'), 'case', ('in', 'IN')), (('memory', 'NN'), 'nmod:poss', ('Lily', 'NNP')), (('Lily', 'NNP'), 'case', (""'s"", 'POS')), (('memory', 'NN'), 'acl:relcl', ('did', 'VBD')), (('did', 'VBD'), 'dobj', ('which', 'WDT')), (('did', 'VBD'), 'nsubj', ('he', 'PRP')), (('did', 'VBD'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('throughout', 'IN')), (('time', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('did', 'VBD'), 'nmod', ('school', 'NN')), (('school', 'NN'), 'case', ('at', 'IN')), (('school', 'NN'), 'det', ('the', 'DT')), (('did', 'VBD'), 'nmod', ('boy', 'NN')), (('boy', 'NN'), 'case', ('despite', 'IN')), (('boy', 'NN'), 'det', ('the', 'DT')), (('boy', 'NN'), 'acl', ('reminding', 'VBG')), (('reminding', 'VBG'), 'dobj', ('Severus', 'NNP')), (('Severus', 'NNP'), 'nmod', ('James', 'NNP')), (('James', 'NNP'), 'case', ('of', 'IN')), (('Severus', 'NNP'), 'cc', ('and', 'CC')), (('Severus', 'NNP'), 'conj', ('risk', 'NN')), (('risk', 'NN'), 'det', ('the', 'DT')), (('risk', 'NN'), 'nmod', ('life', 'NN')), (('life', 'NN'), 'case', ('to', 'TO')), (('life', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('reminding', 'VBG'), 'advcl', ('find', 'VB')), (('find', 'VB'), 'mark', ('if', 'IN')), (('find', 'VB'), 'nsubj', ('Tom', 'NNP')), (('Tom', 'NNP'), 'cc', ('or', 'CC')), (('Tom', 'NNP'), 'conj', ('Eaters', 'NNP')), (('Eaters', 'NNP'), 'det', ('the', 'DT')), (('Eaters', 'NNP'), 'compound', ('Death', 'NNP')), (('find', 'VB'), 'aux', ('should', 'MD')), (('find', 'VB'), 'compound:prt', ('out', 'RP'))]"
"Upon Tom 's return , Albus sent Severus to return to the Death 's ranks to act as a double agent for him .","['return', 'Albus', 'ranks', 'agent', 'him']","['return:sent', 'Albus:sent', 'ranks:return', 'agent:act', 'him:agent']",['Severus'],['Severus:sent'],-0.5994,"[(('sent', 'VBD'), 'nmod', ('return', 'NN')), (('return', 'NN'), 'case', ('Upon', 'IN')), (('return', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('sent', 'VBD'), 'nsubj', ('Albus', 'NNP')), (('sent', 'VBD'), 'dobj', ('Severus', 'NNP')), (('sent', 'VBD'), 'xcomp', ('return', 'VB')), (('return', 'VB'), 'mark', ('to', 'TO')), (('return', 'VB'), 'nmod', ('ranks', 'NNS')), (('ranks', 'NNS'), 'case', ('to', 'TO')), (('ranks', 'NNS'), 'nmod:poss', ('Death', 'NN')), (('Death', 'NN'), 'det', ('the', 'DT')), (('Death', 'NN'), 'case', (""'s"", 'POS')), (('return', 'VB'), 'xcomp', ('act', 'VB')), (('act', 'VB'), 'mark', ('to', 'TO')), (('act', 'VB'), 'nmod', ('agent', 'NN')), (('agent', 'NN'), 'case', ('as', 'IN')), (('agent', 'NN'), 'det', ('a', 'DT')), (('agent', 'NN'), 'amod', ('double', 'JJ')), (('agent', 'NN'), 'nmod', ('him', 'PRP')), (('him', 'PRP'), 'case', ('for', 'IN'))]"
"Harry then finds out that , prior to his sixth year , Albus had put on the ring in a foolish attempt to see Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley only to fall victim to a curse which , despite Severus 's efforts , would kill him within a year .","['Harry', 'Albus', 'ring', 'attempt', 'curse', 'efforts', 'year']","['Harry:finds', 'Albus:put', 'ring:put', 'attempt:ring', 'curse:fall', 'efforts:kill', 'year:kill']","['Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'victim', 'him']","['Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley:see', 'victim:fall', 'him:kill']",-0.9081,"[(('finds', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('finds', 'VBZ'), 'advmod', ('then', 'RB')), (('finds', 'VBZ'), 'compound:prt', ('out', 'RP')), (('finds', 'VBZ'), 'ccomp', ('put', 'VBN')), (('put', 'VBN'), 'mark', ('that', 'IN')), (('put', 'VBN'), 'advcl', ('year', 'NN')), (('year', 'NN'), 'advmod', ('prior', 'RB')), (('year', 'NN'), 'case', ('to', 'TO')), (('year', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('year', 'NN'), 'amod', ('sixth', 'JJ')), (('put', 'VBN'), 'nsubj', ('Albus', 'NNP')), (('put', 'VBN'), 'aux', ('had', 'VBD')), (('put', 'VBN'), 'nmod', ('ring', 'NN')), (('ring', 'NN'), 'case', ('on', 'IN')), (('ring', 'NN'), 'det', ('the', 'DT')), (('ring', 'NN'), 'nmod', ('attempt', 'NN')), (('attempt', 'NN'), 'case', ('in', 'IN')), (('attempt', 'NN'), 'det', ('a', 'DT')), (('attempt', 'NN'), 'amod', ('foolish', 'JJ')), (('put', 'VBN'), 'xcomp', ('see', 'VB')), (('see', 'VB'), 'mark', ('to', 'TO')), (('see', 'VB'), 'dobj', ('Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley', 'NNP')), (('see', 'VB'), 'advmod', ('only', 'RB')), (('see', 'VB'), 'advcl', ('fall', 'VB')), (('fall', 'VB'), 'mark', ('to', 'TO')), (('fall', 'VB'), 'dobj', ('victim', 'NN')), (('fall', 'VB'), 'nmod', ('curse', 'NN')), (('curse', 'NN'), 'case', ('to', 'TO')), (('curse', 'NN'), 'det', ('a', 'DT')), (('curse', 'NN'), 'acl:relcl', ('kill', 'VB')), (('kill', 'VB'), 'nsubj', ('which', 'WDT')), (('kill', 'VB'), 'nmod', ('efforts', 'NNS')), (('efforts', 'NNS'), 'case', ('despite', 'IN')), (('efforts', 'NNS'), 'nmod:poss', ('Severus', 'NNP')), (('Severus', 'NNP'), 'case', (""'s"", 'POS')), (('kill', 'VB'), 'aux', ('would', 'MD')), (('kill', 'VB'), 'dobj', ('him', 'PRP')), (('kill', 'VB'), 'nmod', ('year', 'NN')), (('year', 'NN'), 'case', ('within', 'IN')), (('year', 'NN'), 'det', ('a', 'DT'))]"
"Albus then tells Severus to do what he could to protect Draco and , knowing that Tom had ordered the boy to kill the headmaster , to take over the task .","['Albus', 'he', 'Tom']","['Albus:tells', 'he:could', 'Tom:ordered']","['Severus', 'Draco', 'boy', 'headmaster', 'task']","['Severus:tells', 'Draco:protect', 'boy:ordered', 'headmaster:kill', 'task:take']",-0.4767,"[(('tells', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('tells', 'VBZ'), 'advmod', ('then', 'RB')), (('tells', 'VBZ'), 'dobj', ('Severus', 'NNP')), (('tells', 'VBZ'), 'xcomp', ('do', 'VB')), (('do', 'VB'), 'mark', ('to', 'TO')), (('do', 'VB'), 'ccomp', ('could', 'MD')), (('could', 'MD'), 'dobj', ('what', 'WP')), (('could', 'MD'), 'nsubj', ('he', 'PRP')), (('could', 'MD'), 'xcomp', ('protect', 'VB')), (('protect', 'VB'), 'mark', ('to', 'TO')), (('protect', 'VB'), 'dobj', ('Draco', 'NNP')), (('tells', 'VBZ'), 'cc', ('and', 'CC')), (('tells', 'VBZ'), 'xcomp', ('knowing', 'VBG')), (('knowing', 'VBG'), 'ccomp', ('ordered', 'VBN')), (('ordered', 'VBN'), 'mark', ('that', 'IN')), (('ordered', 'VBN'), 'nsubj', ('Tom', 'NNP')), (('ordered', 'VBN'), 'aux', ('had', 'VBD')), (('ordered', 'VBN'), 'dobj', ('boy', 'NN')), (('boy', 'NN'), 'det', ('the', 'DT')), (('boy', 'NN'), 'acl', ('kill', 'VB')), (('kill', 'VB'), 'mark', ('to', 'TO')), (('kill', 'VB'), 'dobj', ('headmaster', 'NN')), (('headmaster', 'NN'), 'det', ('the', 'DT')), (('ordered', 'VBN'), 'xcomp', ('take', 'VB')), (('take', 'VB'), 'mark', ('to', 'TO')), (('take', 'VB'), 'compound:prt', ('over', 'RP')), (('take', 'VB'), 'dobj', ('task', 'NN')), (('task', 'NN'), 'det', ('the', 'DT'))]"
"As well as preventing damage to Draco 's soul from committing a murder , Draco would also be sparing Albus from a painful death .","['soul', 'Draco', 'death']","['soul:preventing', 'Draco:sparing', 'death:sparing']","['damage', 'murder', 'Albus']","['damage:preventing', 'murder:committing', 'Albus:sparing']",-0.9246,"[(('sparing', 'VBG'), 'advcl', ('preventing', 'VBG')), (('preventing', 'VBG'), 'mark', ('As', 'IN')), (('preventing', 'VBG'), 'advmod', ('as', 'RB')), (('as', 'RB'), 'advmod', ('well', 'RB')), (('preventing', 'VBG'), 'dobj', ('damage', 'NN')), (('preventing', 'VBG'), 'nmod', ('soul', 'NN')), (('soul', 'NN'), 'case', ('to', 'TO')), (('soul', 'NN'), 'nmod:poss', ('Draco', 'NNP')), (('Draco', 'NNP'), 'case', (""'s"", 'POS')), (('preventing', 'VBG'), 'advcl', ('committing', 'VBG')), (('committing', 'VBG'), 'mark', ('from', 'IN')), (('committing', 'VBG'), 'dobj', ('murder', 'NN')), (('murder', 'NN'), 'det', ('a', 'DT')), (('sparing', 'VBG'), 'nsubj', ('Draco', 'NNP')), (('sparing', 'VBG'), 'aux', ('would', 'MD')), (('sparing', 'VBG'), 'advmod', ('also', 'RB')), (('sparing', 'VBG'), 'aux', ('be', 'VB')), (('sparing', 'VBG'), 'dobj', ('Albus', 'NNS')), (('sparing', 'VBG'), 'nmod', ('death', 'NN')), (('death', 'NN'), 'case', ('from', 'IN')), (('death', 'NN'), 'det', ('a', 'DT')), (('death', 'NN'), 'amod', ('painful', 'JJ'))]"
"Albus then explains why Harry is so important ; when Tom 's body was destroyed , a piece of Tom 's soul latched onto the baby since Tom was closest living thing -LRB- explaining why Harry can speak Parseltongue -RRB- .","['Albus', 'Harry', 'piece', 'soul', 'baby', 'Tom', 'Harry']","['Albus:explains', 'Harry:important', 'piece:latched', 'soul:piece', 'baby:latched', 'Tom:thing', 'Harry:speak']","['body', 'Parseltongue']","['body:destroyed', 'Parseltongue:speak']",-0.2105,"[(('explains', 'VBZ'), 'nsubj', ('Albus', 'NNS')), (('explains', 'VBZ'), 'advmod', ('then', 'RB')), (('explains', 'VBZ'), 'advcl', ('important', 'JJ')), (('important', 'JJ'), 'advmod', ('why', 'WRB')), (('important', 'JJ'), 'nsubj', ('Harry', 'NNP')), (('important', 'JJ'), 'cop', ('is', 'VBZ')), (('important', 'JJ'), 'advmod', ('so', 'RB')), (('explains', 'VBZ'), 'parataxis', ('latched', 'VBD')), (('latched', 'VBD'), 'advcl', ('destroyed', 'VBN')), (('destroyed', 'VBN'), 'advmod', ('when', 'WRB')), (('destroyed', 'VBN'), 'nsubjpass', ('body', 'NN')), (('body', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('destroyed', 'VBN'), 'auxpass', ('was', 'VBD')), (('latched', 'VBD'), 'nsubj', ('piece', 'NN')), (('piece', 'NN'), 'det', ('a', 'DT')), (('piece', 'NN'), 'nmod', ('soul', 'NN')), (('soul', 'NN'), 'case', ('of', 'IN')), (('soul', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS')), (('latched', 'VBD'), 'nmod', ('baby', 'NN')), (('baby', 'NN'), 'case', ('onto', 'IN')), (('baby', 'NN'), 'det', ('the', 'DT')), (('latched', 'VBD'), 'advcl', ('thing', 'NN')), (('thing', 'NN'), 'mark', ('since', 'IN')), (('thing', 'NN'), 'nsubj', ('Tom', 'NNP')), (('thing', 'NN'), 'cop', ('was', 'VBD')), (('thing', 'NN'), 'amod', ('living', 'JJ')), (('living', 'JJ'), 'dep', ('closest', 'JJS')), (('thing', 'NN'), 'dep', ('explaining', 'VBG')), (('explaining', 'VBG'), 'advcl', ('speak', 'VB')), (('speak', 'VB'), 'advmod', ('why', 'WRB')), (('speak', 'VB'), 'nsubj', ('Harry', 'NNP')), (('speak', 'VB'), 'aux', ('can', 'MD')), (('speak', 'VB'), 'dobj', ('Parseltongue', 'NNP'))]"
"In effect , Harry Tom is a horcrux and must be killed by Tom personally to destroy that part of Tom 's soul .","['effect', 'Tom', 'Tom', 'soul']","['effect:horcrux', 'Tom:horcrux', 'Tom:killed', 'soul:part']",['part'],['part:destroy'],-0.8402,"[(('horcrux', 'NN'), 'nmod', ('effect', 'NN')), (('effect', 'NN'), 'case', ('In', 'IN')), (('horcrux', 'NN'), 'nsubj', ('Tom', 'NNP')), (('Tom', 'NNP'), 'compound', ('Harry', 'NNP')), (('horcrux', 'NN'), 'cop', ('is', 'VBZ')), (('horcrux', 'NN'), 'det', ('a', 'DT')), (('horcrux', 'NN'), 'cc', ('and', 'CC')), (('horcrux', 'NN'), 'conj', ('killed', 'VBN')), (('killed', 'VBN'), 'aux', ('must', 'MD')), (('killed', 'VBN'), 'auxpass', ('be', 'VB')), (('killed', 'VBN'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('by', 'IN')), (('killed', 'VBN'), 'xcomp', ('destroy', 'VB')), (('destroy', 'VB'), 'advmod', ('personally', 'RB')), (('destroy', 'VB'), 'mark', ('to', 'TO')), (('destroy', 'VB'), 'dobj', ('part', 'NN')), (('part', 'NN'), 'det', ('that', 'DT')), (('part', 'NN'), 'nmod', ('soul', 'NN')), (('soul', 'NN'), 'case', ('of', 'IN')), (('soul', 'NN'), 'nmod:poss', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', (""'s"", 'POS'))]"
"Severus is horrified that they have essentially been preparing Harry to die at the proper time , and when Albus notes that despite everything Snape does truly care for Harry , Severus summons his Patronus which is a doe ... his love for Lily being so strong , his patronus changed to be the same as hers -LRB- as well as revealing that it was Severus who led Harry to the Sword of Gryffindor in the lake -RRB- .","['they', 'time', 'Albus', 'everything', 'Snape', 'Harry', 'Severus', 'love', 'Lily', 'patronus', 'it', 'Sword', 'Gryffindor', 'lake']","['they:preparing', 'time:die', 'Albus:notes', 'everything:does', 'Snape:does', 'Harry:does', 'Severus:summons', 'love:strong', 'Lily:love', 'patronus:changed', 'it:Severus', 'Sword:led', 'Gryffindor:Sword', 'lake:led']","['Severus', 'Harry', 'Patronus', 'Harry']","['Severus:horrified', 'Harry:preparing', 'Patronus:summons', 'Harry:led']",0.8497,"[(('changed', 'VBD'), 'ccomp', ('horrified', 'VBN')), (('horrified', 'VBN'), 'nsubjpass', ('Severus', 'NNS')), (('horrified', 'VBN'), 'auxpass', ('is', 'VBZ')), (('horrified', 'VBN'), 'ccomp', ('preparing', 'VBG')), (('preparing', 'VBG'), 'mark', ('that', 'IN')), (('preparing', 'VBG'), 'nsubj', ('they', 'PRP')), (('preparing', 'VBG'), 'aux', ('have', 'VBP')), (('preparing', 'VBG'), 'advmod', ('essentially', 'RB')), (('preparing', 'VBG'), 'aux', ('been', 'VBN')), (('preparing', 'VBG'), 'dobj', ('Harry', 'NNP')), (('preparing', 'VBG'), 'xcomp', ('die', 'VB')), (('die', 'VB'), 'mark', ('to', 'TO')), (('die', 'VB'), 'nmod', ('time', 'NN')), (('time', 'NN'), 'case', ('at', 'IN')), (('time', 'NN'), 'det', ('the', 'DT')), (('time', 'NN'), 'amod', ('proper', 'JJ')), (('horrified', 'VBN'), 'cc', ('and', 'CC')), (('horrified', 'VBN'), 'conj', ('summons', 'VBZ')), (('summons', 'VBZ'), 'advcl', ('notes', 'VBZ')), (('notes', 'VBZ'), 'advmod', ('when', 'WRB')), (('notes', 'VBZ'), 'nsubj', ('Albus', 'NNP')), (('notes', 'VBZ'), 'ccomp', ('does', 'VBZ')), (('does', 'VBZ'), 'mark', ('that', 'IN')), (('does', 'VBZ'), 'nmod', ('everything', 'NN')), (('everything', 'NN'), 'case', ('despite', 'IN')), (('does', 'VBZ'), 'nsubj', ('Snape', 'NNP')), (('does', 'VBZ'), 'dobj', ('truly', 'RB')), (('truly', 'RB'), 'dep', ('care', 'VB')), (('does', 'VBZ'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('for', 'IN')), (('summons', 'VBZ'), 'nsubj', ('Severus', 'NNP')), (('summons', 'VBZ'), 'dobj', ('Patronus', 'NNS')), (('Patronus', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('Patronus', 'NNS'), 'acl:relcl', ('doe', 'NN')), (('doe', 'NN'), 'nsubj', ('which', 'WDT')), (('doe', 'NN'), 'cop', ('is', 'VBZ')), (('doe', 'NN'), 'det', ('a', 'DT')), (('doe', 'NN'), 'parataxis', ('strong', 'JJ')), (('strong', 'JJ'), 'nsubj', ('love', 'NN')), (('love', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('love', 'NN'), 'nmod', ('Lily', 'NNP')), (('Lily', 'NNP'), 'case', ('for', 'IN')), (('strong', 'JJ'), 'cop', ('being', 'VBG')), (('strong', 'JJ'), 'advmod', ('so', 'RB')), (('changed', 'VBD'), 'nsubj', ('patronus', 'NNS')), (('patronus', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('changed', 'VBD'), 'xcomp', ('hers', 'JJ')), (('hers', 'JJ'), 'mark', ('to', 'TO')), (('hers', 'JJ'), 'cop', ('be', 'VB')), (('hers', 'JJ'), 'dep', ('same', 'JJ')), (('same', 'JJ'), 'det', ('the', 'DT')), (('hers', 'JJ'), 'advmod', ('as', 'RB')), (('hers', 'JJ'), 'dep', ('revealing', 'VBG')), (('revealing', 'VBG'), 'cc', ('as', 'RB')), (('as', 'RB'), 'mwe', ('well', 'RB')), (('as', 'RB'), 'mwe', ('as', 'IN')), (('revealing', 'VBG'), 'ccomp', ('Severus', 'NNP')), (('Severus', 'NNP'), 'mark', ('that', 'IN')), (('Severus', 'NNP'), 'nsubj', ('it', 'PRP')), (('Severus', 'NNP'), 'cop', ('was', 'VBD')), (('Severus', 'NNP'), 'acl:relcl', ('led', 'VBD')), (('led', 'VBD'), 'nsubj', ('who', 'WP')), (('led', 'VBD'), 'dobj', ('Harry', 'NNP')), (('led', 'VBD'), 'nmod', ('Sword', 'NNP')), (('Sword', 'NNP'), 'case', ('to', 'TO')), (('Sword', 'NNP'), 'det', ('the', 'DT')), (('Sword', 'NNP'), 'nmod', ('Gryffindor', 'NNP')), (('Gryffindor', 'NNP'), 'case', ('of', 'IN')), (('led', 'VBD'), 'nmod', ('lake', 'NN')), (('lake', 'NN'), 'case', ('in', 'IN')), (('lake', 'NN'), 'det', ('the', 'DT'))]"
"Harry emerges from the memories , now knowing that Severus was always working for Albus against Tom and that he must die to destroy the Dark Lord forever .","['Harry', 'memories', 'Severus', 'Albus', 'Tom', 'he']","['Harry:emerges', 'memories:emerges', 'Severus:working', 'Albus:working', 'Tom:Albus', 'he:die']",['Lord'],['Lord:destroy'],-0.8126,"[(('emerges', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('emerges', 'VBZ'), 'nmod', ('memories', 'NNS')), (('memories', 'NNS'), 'case', ('from', 'IN')), (('memories', 'NNS'), 'det', ('the', 'DT')), (('emerges', 'VBZ'), 'ccomp', ('knowing', 'VBG')), (('knowing', 'VBG'), 'advmod', ('now', 'RB')), (('knowing', 'VBG'), 'ccomp', ('working', 'VBG')), (('working', 'VBG'), 'mark', ('that', 'IN')), (('working', 'VBG'), 'nsubj', ('Severus', 'NNP')), (('working', 'VBG'), 'aux', ('was', 'VBD')), (('working', 'VBG'), 'advmod', ('always', 'RB')), (('working', 'VBG'), 'nmod', ('Albus', 'NNP')), (('Albus', 'NNP'), 'case', ('for', 'IN')), (('Albus', 'NNP'), 'nmod', ('Tom', 'NNP')), (('Tom', 'NNP'), 'case', ('against', 'IN')), (('working', 'VBG'), 'cc', ('and', 'CC')), (('working', 'VBG'), 'conj', ('die', 'VB')), (('die', 'VB'), 'mark', ('that', 'IN')), (('die', 'VB'), 'nsubj', ('he', 'PRP')), (('die', 'VB'), 'aux', ('must', 'MD')), (('die', 'VB'), 'xcomp', ('destroy', 'VB')), (('destroy', 'VB'), 'mark', ('to', 'TO')), (('destroy', 'VB'), 'dobj', ('Lord', 'NN')), (('Lord', 'NN'), 'det', ('the', 'DT')), (('Lord', 'NN'), 'amod', ('Dark', 'JJ')), (('destroy', 'VB'), 'advmod', ('forever', 'RB'))]"
