"paragraph","nrc_sentiment","no_of_interactions","sentence_id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","Valence","Arousal","Dominance"
" Harry also sends a school owl to Sirius to update him on what happened .",0,1," 306",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0.848,-1.222,0.616
" Over the coming weeks , even with help from Hermione and Ronald as well as the library 's resources -LRB- including getting Minerva 's permission for the Restricted -RRB- , Harry struggles to think of a way to breathe underwater for an hour .",2.05,1," 307",0.2,0.2,0,0,0.2,0.2,0,0.2,0.62733,-1.336,0.54533
" Two days before the second task is to start , Sirius 's response comes in . Sirius wants to know when their next trip to Hogsmeade is .",-0.125,2," 308 309",0,0.5,0,0,0,0,0.5,0,1.17667,-1.09,0.66167
" On the last night before the task , the trio are continuing their research in the school library when Fred and George appear to inform them that Minerva has summoned Ronald and Hermione .",0.75,1," 310",0,0,0,0,0,0,0,1,0.92154,-1.37769,0.92385
" Harry later sneaks back into the library after hours with his Invisibility Cloak , but ca n't find anything else .",0.2,1," 311",0.5,0,0,0,0,0.5,0,0,0.38188,-1.39938,0.6525
" The next morning , with a little help from Dobby , Harry discovers gillyweed , a plant that , when eaten , gives him fish-like qualities such as gills and fins .",0,1," 312",0.5,0,0,0,0,0.5,0,0,1.71778,-0.65222,1.28333
" He quickly makes his way to the lake just as the task is about start and finds that , once again , Percy is taking Mr 's place .",-0.25,1," 313",0,1,0,0,0,0,0,0,1.108,-1.373,0.669
" While swimming through the lake and fighting off a swarm of Grindylows , Myrtle points Harry in the right direction and Harry discovers a town of Merpeople , where Ronald -LRB- the thing Harry would miss the most -RRB- is being held , along with Hermione -LRB- for Krum -RRB- , Cho -LRB- for Cedric -RRB- , and Fleur 's sister . Harry frees Ronald , but refuses to leave the others , despite the insistence of the Merpeople .",-0.225,2," 314 315",0.375,0,0.125,0,0,0.375,0.125,0,0.71929,-0.59381,0.64333
" Cedric and Krum appear and rescue their loved ones , but Fleur never arrives .",0.75,1," 316",0,0.25,0,0,0.25,0,0.25,0.25,1.523,-0.723,1
" With little other choice , Harry drags her sister to the surface as well , narrowly avoiding drowning as the gillyweed wears off .",0.2,1," 317",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0.19667,-1.05444,0.24333
" Although he was wrong to think the other hostages would be left to die -LRB- they would have simply returned to the surface unharmed -RRB- , his bravery and valour earn him extra points from the judges , who state that he showed great `` moral fibre . ''",1.38777878078145e-17,2," 318",0.25,0,0,0.25,0,0.25,0,0.25,0.60478,-0.9513,0.51652
" This puts both Harry and Cedric in first place in the overall points .",0,1," 319",0.5,0,0,0,0,0.5,0,0,0.78,-1.182,0.986
" Ludovic then reveals the third and final task is on  June and the champions will learn more about it a month beforehand .",0.55,1," 320",NA,NA,NA,NA,NA,NA,NA,NA,0.88111,-1.16444,0.80778
" In March , Sirius ' reply states that the trio is to meet up with him during their next Hogsmeade trip and asks them to bring food .",0.4,1," 321",0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,1.22,-1.10667,0.85889
" Before Potions , Slytherin gleefully gives Hermione a copy of Witch Weekly ; Rita had published an article on Hermione saying that she is toying with both Harry and Krum 's feelings . Pansy who is quoted in the article , suggested Hermione was making illegal Love Potions .",-0.075,2," 322 323",0.3,0,0.2,0.2,0.1,0.2,0,0,0.73738,-1.02786,0.62905
" Hermione realises that Skeeter must have eavesdropped on her and Krum 's conversation on the shores of the lake , and begins wondering how Rita is getting her information .",0.4,1," 324",NA,NA,NA,NA,NA,NA,NA,NA,1.0905,-1.6055,0.632
" After Severus gets a hold of the article , he reads it aloud , creating further laughter from Slytherin-Salazar .",0.8,1," 325",0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,1.74333,-0.43667,1.18833
" He then breaks the trio up and sends them to different tables .",-0.4,1," 326",NA,NA,NA,NA,NA,NA,NA,NA,0.437,-1.291,0.416
" Severus also confronts Harry over the recent theft of boomslang skin and gillyweed from his office , who has no idea what he 's talking about . He threatens Harry with Veritaserum , a potion that will cause Harry to tell the truth when consumed .",-0.3,2," 327 328",0.333333333333333,0,0.111111111111111,0.111111111111111,0,0.333333333333333,0,0.111111111111111,0.33187,-0.895,0.42
" Karkaroff then shows up to talk to Severus and sticks around until after class .",0.4,1," 329",NA,NA,NA,NA,NA,NA,NA,NA,0.8875,-1.07,0.8325
" Snape blows him off , but not before Harry , who purposely stayed behind , noticed that Igor had tried to show Severus something on his arm . Sirius meets Harry , Ronald , and Hermione secretly in Hogsmeade and directs them to a mountain cave where Buckbeak and some old Daily Prophet articles are waiting -LRB- Sirius had been stealing discarded newspapers to keep up on current events -RRB- .",-0.375,2," 330 331",0.181818181818182,0.272727272727273,0.0909090909090909,0.0909090909090909,0,0.181818181818182,0,0.181818181818182,0.4504,-1.152,0.4538
" They first discuss Winky and what happened at the World Cup . Sirius suggests that whoever stole Harry 's wand must have done so while they were watching the game in the Top Box and is suspicious that Bartemius was looking around for something before he sacked Winky .",-0.775,2," 332 333",0.333333333333333,0.333333333333333,0,0,0,0.166666666666667,0,0.166666666666667,0.61524,-1.14643,0.52905
" He then finds it odd that not only did Bartemius not show up during the game , but also that he is suddenly indisposed .",-0.25,1," 334",0,0,0,0,0,0,0.5,0.5,0.68857,-0.91,0.64143
" Sirius explains that Bartemius was the one who sent him to Azkaban without a trial , as Bartemius used to head the Department of Magical Law Enforcement and was once poised to become the next Minister for Magic .",0.4,1," 335",0,0.25,0,0,0.25,0,0.25,0.25,0.69562,-0.99,0.34313
" During Tom 's previous reign , Bartemius took extreme measures against the Death , including allowing Auror to use the Unforgivable Curses against them .",-0.95,1," 336",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,-0.38591,-0.44955,0.08182
" While this greatly boosted Bartemius 's popularity and ensured that Bartemius would become the next Minister , Bartemius 's son had been caught with a group of Death just after Tom 's downfall .",-0.65,1," 337",0.125,0.125,0.125,0.25,0,0.25,0.125,0,0.40769,-0.94731,0.35654
" The Death eaters in question were trying to find Tom and help him get his strength back .",-0.25,1," 338",0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,0.142857142857143,0.142857142857143,0.142857142857143,0.6,-0.977,0.803
" The youth was given a show trial by his father before being locked up in Azkaban ; he died a year later .",-0.1,1," 339",0.142857142857143,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.285714285714286,0.467,-0.837,-0.017
" Shortly after Bartemius died , Bartemius 's wife died as well . Crouch 's popularity dropped heavily after that , as people suspected that Bartemius was a bad father . As a result , with Bartemius 's reputation in the Ministry destroyed , Cornelius became the Minister instead and reassigned Bartemius to the Department of International Magical Cooperation .",-0.116666666666667,3," 340 341 342",0.117647058823529,0.176470588235294,0.0588235294117647,0.176470588235294,0.117647058823529,0.117647058823529,0.0588235294117647,0.176470588235294,0.02955,-0.63136,0.00364
" Ronald brings up Bartemius 's appearance in Severus 's office .",0,1," 343",NA,NA,NA,NA,NA,NA,NA,NA,0.45333,-1.03,0.59333
" Sirius states that does n't make sense since Bartemius would have kept an eye on Severus as a tournament judge . When Ronald and Hermione bicker about whether Severus can be trusted , Sirius partly agrees with Ronald , as it is questionable why Albus would trust Severus . Severus was interested in the Dark Arts as a child and hung out with some Slytherin students that became Death , though he also knows Severus is smart enough to not get caught by the Ministry .",-0.0166666666666667,3," 344 345 346",0.0666666666666667,0.133333333333333,0.2,0.0666666666666667,0.133333333333333,0.2,0.0666666666666667,0.133333333333333,0.80794,-1.07044,0.65662
" Harry then remembers Igor 's sudden appearance in their class , though Sirius ca n't figure out what that was about .",0,1," 347",0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0.83417,-1.28167,0.645
" Sirius then brings all the questions of these mysterious circumstances together , including why Moody was also searching Severus 's office .",-0.55,1," 348",0.2,0.2,0,0.2,0,0.2,0.2,0,0.49667,-1.08889,0.29111
" He asks Ronald to send a letter to Percy to find out if there is any news about Bartemius .",0,1," 349",0,1,0,0,0,0,0,0,0.855,-1.39583,0.69083
" Before they leave , Sirius reminds them not to wander outside of Hogwarts at all for safety reasons .",0.55,1," 350",0,0,0,0,0,0.5,0.5,0,0.76,-1.156,0.914
" On the way back , the trio conclude that the scandal involving his son is the reason Bartemius overreacted to seeing Winky being accused of conjuring the Dark Mark .",-2.5,1," 351",0.25,0,0,0.5,0,0.25,0,0,0.22933,-1.106,0.082
" Ronald voices how he and Percy are similar . Hermione states Percy would never do what his boss did but Ronald is unconvinced .",-0.25,2," 352 353",NA,NA,NA,NA,NA,NA,NA,NA,0.77111,-1.39889,0.77333
" After sending Hedwig with the letter to Percy , the trio heads to the kitchen to give Dobby the socks Harry bought for him .",0,1," 354",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,1.035,-1.26438,0.67812
" They find that Winky has become intoxicated from consuming a large amount of butterbeer -LRB- which works like alcohol on house-elves -RRB- .",0.35,1," 355",0,0,1,0,0,0,0,0,0.748,-0.694,0.398
" It does n't help when Harry mentions that Mr has disappeared . Hate mail soon starts popping up for Hermione in regards to Rita 's article .",-0.675,2," 356 357",0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,0,0.285714285714286,0,0,0.43545,-0.93636,0.69818
" She has to go to the Hospital Wing due to a curse and does n't turn up until a Care of Magical Creatures lesson , where Rubeus is having them use Nifflers to find gold coins -LRB- which is actually Leprechaun gold -RRB- he buried .",1.3,1," 358",0.0714285714285714,0.142857142857143,0.0714285714285714,0.214285714285714,0.0714285714285714,0.214285714285714,0.0714285714285714,0.142857142857143,0.77091,-0.62727,0.50318
" Rubeus encourages Hermione to ignore the hate mail , citing the hate mail he received after Skeeter released the article about him .",-0.3,1," 359",0.2,0.2,0.2,0.2,0,0.2,0,0,0.1245,-0.5405,0.5855
" Hermione decides to discover how Skeeter has been getting her information when she is already banned from school grounds .",-0.6,1," 360",0,0,0,0,0,0,0,1,0.87667,-1.12,0.84111
" It is around Easter that Percy 's response comes , along with Easter eggs from Mrs -LRB- Hermione 's is smaller than Harry and Ronald 's because Mrs read Skeeter 's article -RRB- .",0,1," 361",0.5,0,0,0,0,0.5,0,0,1.04429,-1.50429,0.78857
" Percy irradiated response does n't help .",0,1," 362",NA,NA,NA,NA,NA,NA,NA,NA,1.10333,-1.16,1.43
" On the night of  May , Harry and the other champions are called to the Quidditch pitch by Ludovic and informed that a magical maze will be grown there and filled with magical obstacles .",-0.05,1," 363",0.2,0.2,0,0,0.2,0.2,0.2,0,1.12813,-1.13,0.6225
" Their job is to head to the centre of the maze and touch the Triwizard .",0,1," 364",NA,NA,NA,NA,NA,NA,NA,NA,1.032,-0.678,0.26
" Before Mr can offer Harry advice again , Krum takes Harry aside to the Forbidden and questions him about Percy 's relationship with Hermione . Harry assures Krum that Percy and Hermione are just friends .",-0.05,2," 365 366",0.4,0,0,0,0,0.4,0,0.2,1.125,-1.26333,0.74111
" Moments later , a rather crazy-looking Bartemius emerges from the forest asking for Albus . He mentions that Tom is getting stronger and that he himself was responsible for something bad .",0,2," 367 368",0.25,0,0.125,0.25,0,0.25,0,0.125,0.784,-1.225,0.76
" He also mentions his son , as well as Bertha , who is now dead .",-0.2,1," 369",NA,NA,NA,NA,NA,NA,NA,NA,0.125,-1.395,-0.3775
" Harry goes to retrieve Albus , but when he returns , they find that Krum has been stunned and Bartemius has disappeared .",-0.85,1," 370",0.25,0,0,0.25,0,0.25,0.25,0,0.86,-1.1325,0.68375
" Igor accuses Mr 's apparent attack on his student as a secret conspiracy by Albus . Rubeus angrily demands that he apologise but Albus restrains him .",-1.325,2," 371 372",0.25,0,0,0.5,0,0,0,0.25,-0.89062,0.02812,-0.04438
" Albus has Rubeus take Harry back to Gryffindor to rest .",0,1," 373",0.5,0,0,0,0,0.5,0,0,0.825,-1.77,0.3875
" He hints in his message not to contact Sirius until the next morning .",0.4,1," 374",NA,NA,NA,NA,NA,NA,NA,NA,1.2025,-1.04,1.24
" On the way back , Rubeus scolds Harry for being out alone with Viktor .",-0.6,1," 375",0.5,0,0,0,0,0.5,0,0,-0.306,-1.578,-0.072
" The trio debates last night 's events the following morning .",0,1," 376",NA,NA,NA,NA,NA,NA,NA,NA,1.1,-0.96833,0.59333
" Harry thinks the strange things Mr said were important , especially if Tom is getting stronger .",0.75,1," 377",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,1.01625,-1.20625,0.88875
" The group goes to the owlery to send a letter to Sirius and overhears Fred and George , who are talking about blackmailing someone that they 've tried to reason with .",0.6,1," 378",0,1,0,0,0,0,0,0,0.48364,-1.14455,0.53455
" Ronald asks who they are blackmailing , but they make it look like they are joking .",1.1,1," 379",NA,NA,NA,NA,NA,NA,NA,NA,1.0325,-0.8325,0.68
" After they leave , Ronald points out that it is obvious Fred and George are serious about starting a Joke Shop .",0.35,1," 380",0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.98667,-0.75556,0.76556
" They are close to graduating , with only one full year left , and they have to make enough money on their own to start one .",0.35,1," 381",0.166666666666667,0.333333333333333,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,1.06167,-1.0625,0.90333
" Hermione suggests telling Percy but Ronald refuses both because of what Sirius said about Bartemius and Percy 's similarities to him . Later , they meet up with Moody . Moody reveals that he could n't find him .",-0.766666666666667,3," 382 383 384",0.5,0,0,0,0,0.5,0,0,0.202,-0.913,0.443
" He also tells them that there 's nothing they can do about Couch and that the Ministry is investigating the matter and urges Harry to instead prepare for the final task . Sirius 's response arrives the following day : Sirius scolds Harry for being out with Krum alone and late at night and says Sirius is lucky Sirius was n't attacked , since it is clear to Sirius that someone did not want Bartemius to reach Albus and Sirius was probably feet away from them in the dark . Sirius instructs Harry to stay safe and practise defensive spells for the Triwizard , and demands that Harry give Sirius Sirius 's word that Sirius wo n't go out of bounds again , especially not after hours .",-0.5,3," 385 386 387",0.166666666666667,0.111111111111111,0,0,0.166666666666667,0.333333333333333,0.0555555555555556,0.166666666666667,0.58033,-0.99739,0.56913
" At Hermione 's urging , Sirius sends an owl back doing so .",0,1," 388",NA,NA,NA,NA,NA,NA,NA,NA,0.552,-1.29,0.406
" Not long later , during Divination , Harry passes out and has a vision .",0.5,1," 389",0.2,0.6,0,0,0,0.2,0,0,1.12667,-1.30667,0.59
" He sees Tom being informed of someone 's death and torturing Peter for failing to prevent that person from escaping .",-2.75,1," 390",0.181818181818182,0.181818181818182,0.0909090909090909,0.272727272727273,0,0.181818181818182,0.0909090909090909,0,-0.52556,-0.64222,0.16333
" Harry awakens with his scar hurting badly and pretends he has to go to the hospital wing .",-2.35,1," 391",0.230769230769231,0,0.0769230769230769,0.230769230769231,0,0.384615384615385,0,0.0769230769230769,-0.1425,-0.2725,0.15062
" Harry actually goes to see Albus .",0,1," 392",0.5,0,0,0,0,0.5,0,0,1.295,-0.62,0.665
" After spending time trying to get the password to Albus 's office right , Harry overhears an argument between Albus , Moody , and Cornelius regarding the Bartemius situation .",-0.75,1," 393",0.5,0.166666666666667,0,0,0,0.333333333333333,0,0,0.16708,-0.905,0.60417
" Fudge refuses to believe the words that Bartemius said about Bertha being dead , and while debating what happened to Bartemius , Cornelius suggests that Olympe is the likely culprit given her half-giant physiology . Albus accuses Cornelius of acting on personal prejudice , which Cornelius ignores due to Albus 's friendship with Rubeus .",-1.95,2," 394 395",0.333333333333333,0,0,0.166666666666667,0.166666666666667,0,0,0.333333333333333,0.27205,-0.69045,0.27545
" Moody interrupts the debate to explain that Harry has arrived .",-1.35,1," 396",0.4,0,0,0,0,0.4,0,0.2,-0.06667,-0.54333,0.48833
" Albus , Cornelius , and Moody leave to examine the school grounds , and Harry is alone in Albus 's office .",-1.6,1," 397",0.285714285714286,0,0,0,0,0.428571428571429,0.142857142857143,0.142857142857143,-0.14571,-0.93143,0.23
" While looking around , notices Albus 's Pensieve , a device that stores memories .",0,1," 398",NA,NA,NA,NA,NA,NA,NA,NA,1.082,-1.375,0.662
" Through curiosity , Harry peers in and ends up looking into three of Albus 's memories .",0.5,1," 399",0.25,0.25,0,0,0,0.25,0.25,0,0.77667,-0.78417,0.67
" The first is the trial of Igor , in which he renounces his support of the Death Eaters and gives the names of existing Death , including Severus .",0.35,1," 400",0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.16591,-0.67045,0.16409
" Dumbledore -LRB- in the memory -RRB- states that Severus is a spy against Tom and is no longer a threat .",-0.75,1," 401",0.5,0,0,0.5,0,0,0,0,0.365,-0.73417,0.00333
" The second memory shows the trial of Ludovic , who was accused of passing information to Tom , even though he was n't aware the person he gave the information to was a Death ; his popularity quickly clears him .",0.25,1," 402",0.25,0.125,0.125,0.25,0,0.125,0.125,0,0.59333,-1.07806,0.31278
" The third is Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley-Bellatrix Lestrange-Peverell-Riddle-Weasley-Malfoy-Roberts-Potter-Dursley-Bellatrix , a group of three , and Bartemius 's son , Bartemius , for the use of the Cruciatus Curse on Alice and Frank . Crouch sentences them all to a lifetime in Azkaban .",-0.375,2," 403 404",0.142857142857143,0,0.142857142857143,0.285714285714286,0,0.142857142857143,0.142857142857143,0.142857142857143,0.34,-1.0735,0.1715
" By then Albus -LRB- from the present -RRB- arrives and brings Harry back . After Albus explains what happened and shows Harry another of his memories regarding a teenage Bertha during her Hogwarts years , Harry explains what happened in Divination .",0.125,2," 405 406",0.222222222222222,0.222222222222222,0,0,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.80538,-1.01731,0.91769
" Albus finds Harry 's scar pains to be an odd concept and brings up that this is the second time it has hurt , the first being during the summer .",-1.85,1," 407",0.3,0.1,0.1,0.2,0,0.3,0,0,0.33033,-0.768,0.32333
" This shows Harry that Albus has been talking to Sirius , and Albus reveals that it was his idea for Black to hide in the cave outside Hogsmeade .",-0.25,1," 408",0.25,0,0,0.25,0,0.5,0,0,0.9055,-1.1975,0.6815
" Albus suspects that the reason why Harry 's scar hurts is due to the connection that Tom 's failed curse had created with him .",-2.4,1," 409",0.3,0,0.2,0.2,0,0.3,0,0,-0.37364,-0.28091,0.10909
" He believes the scar would only hurt when Tom were close or was feeling a strong emotion .",-0.5,1," 410",0.2,0.0666666666666667,0.133333333333333,0.2,0.0666666666666667,0.2,0.0666666666666667,0.0666666666666667,0.641,-0.698,0.431
" Albus also explains to Harry that , unlike the Ministry , he believes that the disappearances of Bertha , Bartemius , and a Muggle by the name of Frank may be connected to Tom .",0,1," 411",0.2,0,0,0,0.2,0.2,0,0.4,0.65625,-1.3425,0.46625
" Albus also explains that Frank and Alice are Neville 's parents and they went insane due to Bellatrix 's attack and that this is the reason why Neville was brought up by his grandmother and why he has such an aversion to the Cruciatus Curse .",-1.55,1," 412",0.333333333333333,0,0.166666666666667,0.333333333333333,0,0.0833333333333333,0,0.0833333333333333,0.25467,-0.66067,0.182
" Albus does n't know if Crouch Jr was involved , but he personally requests that Harry does not disclose this information to anyone , saying that Neville himself will share it when he is ready . Harry passes off the information he learned from the Pensieve to Ronald and Hermione , excluding the details about Neville 's parents .",0.65,2," 413 414",0.2,0.2,0,0.1,0.1,0.3,0,0.1,0.77875,-1.2385,0.78575
" Hermione realises this is what Rita and Winky meant about Ludovic being a dark wizard .",-0.2,1," 415",0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0,0.68,-1.106,0.128
" That same night , Harry 's hatred of Tom reaches a new height because of what he learned from the Pensieve .",0.3,1," 416",0.333333333333333,0,0.166666666666667,0.166666666666667,0,0.333333333333333,0,0,0.86667,-0.67833,0.28667
" As the task approaches , Ronald and Hermione find time when they are not studying for their final exams to help Harry . Even Minerva helps by allowing him to practise in her empty classroom during lunch time .",0.15,2," 417 418",0.2,0.6,0,0,0,0.2,0,0,0.745,-1.31062,0.45
" During one practise session , Ronald notices Malfoy outside the castle sitting by a tree and doing something odd .",-0.25,1," 419",0.142857142857143,0.285714285714286,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0.86625,-1.5075,0.71
" Harry and Hermione also see him before they return to practise . Sirius sends Harry messages by owl each day , reminding Harry to focus on what is ahead .",0.575,2," 420 421",0.4,0.2,0,0,0,0.4,0,0,1.07889,-1.25556,0.98333
" On the day of the third task , Rita releases an article claiming Harry is demented and dangerous .",-1.75,1," 422",0.25,0,0,0.5,0,0.25,0,0,0.16667,-0.87333,0.32333
" She uses a quote from Draco in the article .",0,1," 423",0,0.5,0,0,0,0,0.5,0,0.57,-1.45333,0.52333
" This raises some questions between the trio , since the article mentions Harry 's scar hurting during Divination .",-1.5,1," 424",0.3,0.1,0.1,0.2,0,0.3,0,0,0.21286,-0.77571,-0.02
" The class takes place in the North and Skeeter is not allowed inside Hogwarts , so she should n't have had that information . Hermione finally figures out how Skeeter may be getting her information and leaves to put her theory to the test .",0.6,2," 425 426",0,0.285714285714286,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.285714285714286,0.65833,-1.46389,0.50778
" Minerva tells the champions that their families have come to watch them complete . Harry does n't want to meet them , expecting Marjorie-Petunia-Vernon-Dudley , but instead finds Molly and William .",0,2," 427 428",0.2,0.4,0,0.2,0,0.2,0,0,1.1,-1.08083,0.91167
" While they give Harry a tour of their knowledge of Hogwarts , Mrs gets into an argument with Amos regarding Harry 's popularity in the tournament before Mrs asks him to stop .",-1.11022302462516e-16,1," 429",0.666666666666667,0,0,0,0,0.333333333333333,0,0,0.815,-0.747,1.002
" They then mention to Harry that Percy will not be coming this time . After the Bartemius incident , which is being kept secret , Percy was hauled in for questioning regarding that the instructions he was receiving , which may not have actually been sent by Bartemius .",0.175,2," 430 431",0.0909090909090909,0.363636363636364,0,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.181818181818182,0.80929,-1.49905,0.72333
" Instead , Cornelius will be serving as the fifth Triwizard judge in his place . After the rest of the Weasley children and Hermione show up , Harry tells Mrs that everything Skeeter wrote on Hermione was a lie . After dinner , Mr takes the champions to the maze and Harry and Cedric , who are tied for first place , are sent in first . Harry successfully navigates the maze with the aid of the Four-Point Spell . He gets past both a Blast-Ended-Skrewt and a Boggart disguised as a Dementor . Along the way , he hears Fleur scream . Harry rescues Cedric , who has been attacked by a cursed Krum ; Harry manages to stun Krum and sends out a signal for Krum to be rescued before he and Cedric move on .",0.1,7," 432 433 434 435 436 437 438",0.363636363636364,0,0.0909090909090909,0.136363636363636,0,0.272727272727273,0.0909090909090909,0.0454545454545455,0.64939,-0.86424,0.51564
" Harry manages to pass a sphinx and , as he approaches the Cup , is attacked by an Acromantula . Aided by Cedric , he defeats it , though one of Harry 's legs is injured in the process . After taking the monster out , they decide to grab the Cup simultaneously . Unbeknownst to them , the Cup is actually a Portkey that transports them to an old cemetery in the village of Little Hangleton .",-0.8875,4," 439 440 441 442",0.3,0,0,0.3,0,0.4,0,0,0.09147,-0.99545,0.11628
" Just as Harry and Cedric are trying to figure out what happened , a stranger appears and Harry 's scar begins hurting again . A second voice orders the stranger to kill Cedric , which he does , leaving Harry frozen with shock and horror . Harry is then dragged to a large marble tombstone with the name Tom engraved upon it . The stranger then tightly bound Harry tightly with thick black cords from arm , wrists , legs , neck to ankle to it and has him gagged . Unable to escape , Harry recognises the stranger as Peter due to the missing finger on his right hand . He also notes that Pettigrew is carrying what appears to be a deformed infant . Pettigrew takes some of Harry 's blood , bone dust from Tom 's grave , and puts them in a cauldron . He then cuts off his own right hand , at the orders of the strange creature , and places it in a cauldron . The creature is revealed to be none other than Tom himself , and the potion made by Pettigrew returns him his powers stronger than before . Tom forces Wormtail to take out his bleeding arm to activate the Dark Mark and summon the Death . While in wait , Tom tells Harry that after his father abandoned him and his mother upon finding out that his mother was a witch , Tom 's mother died giving birth to him and he was raised in a Muggle orphanage . He later sought revenge by murdering his father . After his Death Eaters arrive , Tom spends time criticising them for failing to seek him out during these last thirteen years , even though they knew that he had found a way to escape mortal death . He believes they feared a power greater than his , like that of Albus , which is why they slipped back into normal wizarding society and claimed they were never loyal to Tom . Tom then rewards Peter for aiding with his rebirth by creating a new silver hand for him . Tom identifies more Death , including Lucius , and announces his plans for rebuilding his army and punish the Death Eaters that have deserted him . Tom answers Lucius 's question about how Lucius had returned by explaining the protection spell that Lily Potter provided Harry when she died . That is what originally caused Lucius 's downfall and provided Harry with protection from Lucius , but now that they share the same blood , Tom is free to touch Harry .",-0.683333333333333,18," 443 444 445 446 447 448 449 450 451 452 453 454 455 456 457 458 459 460",0.168,0.12,0.088,0.232,0.048,0.224,0.064,0.056,0.27944,-0.74989,0.32761
" Tom then reveals that Lucius fled deep into an Albanian forest , barely alive and without a proper body , surviving by possessing animals until Quirinus showed up and let Tom share Lucius 's body . Following Lucius 's failure to obtain the Philosopher 's Stone , Tom returned to Albania with little hope of getting a corporeal body again . After fleeing the country following the events of Harry 's third year , Wormtail learned of Tom 's continued existence from other rats .Wormtail went to seek Tom , and during his journey , he ran into Bertha . He delivered her to Tom and , through torturing her , Tom found out about the Triwizard .",0.2,4," 461 462 463 464",0.0833333333333333,0.208333333333333,0.0416666666666667,0.125,0.208333333333333,0.0833333333333333,0.0416666666666667,0.208333333333333,0.58571,-0.79429,0.73893
" He also discovered that a faithful Death servant was still alive after breaking a memory charm that had been placed on Jorkins .",0.65,1," 465",0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.272727272727273,0.81042,-0.605,0.72667
" With Wormtail 's help , Tom was able to regain a body of his own and some of his powers and return to Great .",0.5,1," 466",NA,NA,NA,NA,NA,NA,NA,NA,1.42375,-1.04875,1.11625
" There , he plotted Harry 's abduction and kidnapping , knowing that Harry 's blood would remove his own mother 's protection .",-0.35,1," 467",0.166666666666667,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0.333333333333333,0.0833333333333333,0.0833333333333333,-0.14667,-0.53556,-0.13111
" Tom reveals that this servant who is at Hogwarts has ensured that Harry would win the tournament and be brought to the graveyard . Tom then frees the injured and weakened Harry and orders him to face him in a duel , wishing to prove who among the two is stronger in front of his minions now that there is no one around to protect Harry . Tom challenges Harry to a duel . After Harry refuses to bow to the Dark Lord , Tom uses the Imperius Curse on Harry to force him to .",-0.1875,4," 468 469 470 471",0.307692307692308,0.0769230769230769,0.0769230769230769,0.192307692307692,0,0.269230769230769,0,0.0769230769230769,0.58439,-0.855,0.41561
" Though Harry gives in the first time , the second time he manages to shake the curse off , much to the astonishment of the Death present .",-0.75,1," 472",0.157894736842105,0.157894736842105,0.105263157894737,0.105263157894737,0.105263157894737,0.157894736842105,0.157894736842105,0.0526315789473684,0.274,-0.618,0.54
" When the duel begins , something miraculous happens . Tom and Harry 's wands are `` brothers '' , due to the fact that their wand 's cores are both feathers from the same Phoenix . As the wands spells meet in the air and interlock , a Reverse effect occurs .",0.166666666666667,3," 473 474 475",0.25,0.125,0,0.125,0.125,0.125,0.125,0.125,0.88675,-1.09475,0.48
" This causes the spirit echoes of Tom 's victims , including Harry 's parents , to spill out from his wand .",0.35,1," 476",0.5,0,0,0,0,0.5,0,0,0.195,-0.9475,-0.03125
" The echoes momentarily protect Harry , allowing Cedric to grab the portkey and escape to Hogwarts with Cedric 's body . When he arrives back at the school , many of the students begin to scream when they see Cedric 's body . During the confusion , where an exhausted Harry tries to tell Albus what happened , Harry is ushered away by Moody while Albus and Cornelius are busy with Cedric 's parents . Moody takes Harry to his office , where Harry sits in shock and Moody gives him a potion to bring him around .",-1,4," 477 478 479 480",0.375,0.0416666666666667,0.0416666666666667,0.166666666666667,0,0.25,0.0833333333333333,0.0416666666666667,0.38103,-0.76676,0.32191
